optimizer,step,loss,wall_time_s,examples_per_s
adamw,1,683.5054931640625,0.03648177200000191,14034.406004181299
adamw,2,649.3740234375,0.03730108399999921,27452.285300878168
adamw,3,616.6357421875,0.038000945000000286,40420.04744881972
adamw,4,585.2828369140625,0.03872017500000169,52892.32292983982
adamw,5,555.2947387695312,0.03919218300000438,65319.14795355273
adamw,6,526.646240234375,0.039874134000001504,77042.42554834881
adamw,7,499.3094482421875,0.040390608999999245,88733.49743253604
adamw,8,473.2532958984375,0.041193651000000386,99432.79851547904
adamw,9,448.44219970703125,0.041786653999999146,110274.44312722656
adamw,10,424.8380432128906,0.04230322600000136,121030.95872640624
adamw,11,402.40106201171875,0.042820695999999714,131525.18585872676
adamw,12,381.0903015136719,0.043325729000002866,141809.50077030656
adamw,13,360.86370849609375,0.043884812000001716,151669.78498164102
adamw,14,341.67803955078125,0.044420209999998406,161367.98993071527
adamw,15,323.4896240234375,0.04497199000000052,170772.96334896257
adamw,16,306.2547607421875,0.045589793000004875,179689.34405995492
adamw,17,289.93017578125,0.04618423400000182,188462.58227428122
adamw,18,274.4732360839844,0.04675455299999953,197114.49278533563
adamw,19,259.8423156738281,0.04755163200000112,204577.62627368438
adamw,20,245.99700927734375,0.04809498299999859,212912.020366039
adamw,21,232.8983612060547,0.0486162890000017,221160.44274789514
adamw,22,220.5090789794922,0.04908221800000234,229492.4813707372
adamw,23,208.79356384277344,0.04951638200000019,237820.28339631023
adamw,24,197.7178192138672,0.05004030999999998,245562.02789311268
adamw,25,187.24937438964844,0.05045782900000262,253677.1845653394
adamw,26,177.35711669921875,0.05122334700000408,259881.49505339703
adamw,27,168.0111541748047,0.05184301599999941,266651.1531659377
adamw,28,159.1829071044922,0.05253066499999903,272907.2628340087
adamw,29,150.8449249267578,0.053111151999999606,279564.6383268077
adamw,30,142.97096252441406,0.05376260999999971,285700.41521421826
adamw,31,135.53591918945312,0.05438442700000223,291848.2528095653
adamw,32,128.5157928466797,0.055065550999998436,297536.29451561224
adamw,33,121.88764190673828,0.0556662230000029,303523.3771833077
adamw,34,115.62957000732422,0.05644506800000215,308406.0417820621
adamw,35,109.72073364257812,0.05728339600000254,312830.6150005353
adamw,36,104.14128112792969,0.057973492000002125,317938.41226606333
adamw,37,98.87239074707031,0.058496552000001145,323848.1474942255
adamw,38,93.89617919921875,0.059037903000003666,329551.0004818225
adamw,39,89.19573974609375,0.059506554000002154,335559.67633412743
adamw,40,84.75506591796875,0.060123309000005065,340633.2808461736
adamw,41,80.5590591430664,0.06117234300000263,343161.61471858446
adamw,42,76.59342956542969,0.06183845800000398,347744.7642694877
adamw,43,72.84468078613281,0.06249792399999876,352267.7009239609
adamw,44,69.30007934570312,0.06309389900000184,357055.1250921954
adamw,45,65.94766235351562,0.06368036199999949,361806.98847158224
adamw,46,62.77619934082031,0.06428961700000002,366342.20421627327
adamw,47,59.7751579284668,0.06479548500000476,371383.90120852145
adamw,48,56.934627532958984,0.0655556379999993,374887.66412433144
adamw,49,54.24530029296875,0.06622547500000309,378827.029930685
adamw,50,51.69840621948242,0.06696869700000008,382268.1513424096
adamw,51,49.285682678222656,0.06764536000000021,386013.1722264457
adamw,52,46.999351501464844,0.06817018299999944,390551.9807684867
adamw,53,44.83209991455078,0.06870590799999832,394958.7566763642
adamw,54,42.77706527709961,0.06928111999999942,399069.76099693874
adamw,55,40.82781219482422,0.0697654270000001,403638.32360690576
adamw,56,38.978309631347656,0.0703584740000025,407513.1021175783
adamw,57,37.22290802001953,0.0711819050000031,409991.83711083216
adamw,58,35.55628967285156,0.07169894900000173,414176.22453572205
adamw,59,33.97349166870117,0.072207259999999,418351.28489850496
adamw,60,32.46984100341797,0.0727242970000006,422417.28373118193
adamw,61,31.04096794128418,0.07323417799999987,426467.543610581
adamw,62,29.682743072509766,0.07391481700000213,429467.342116251
adamw,63,28.39129066467285,0.07459449400000295,432417.97444190347
adamw,64,27.162948608398438,0.07511649399999953,436229.09237484116
adamw,65,25.994277954101562,0.0759378429999984,438253.1644992959
adamw,66,24.882051467895508,0.07672181099999875,440448.41433683765
adamw,67,23.823226928710938,0.07724421400000381,444097.9877146307
adamw,68,22.81494903564453,0.07777119600000049,447672.1690122881
adamw,69,21.85452651977539,0.07844854300000037,450333.41154595866
adamw,70,20.93943977355957,0.07896802300000161,453854.5937765122
adamw,71,20.06732177734375,0.07953304600000166,457067.87088223983
adamw,72,19.235929489135742,0.08013616899999931,460016.99931525695
adamw,73,18.44316291809082,0.08104435100000273,461179.5830162023
adamw,74,17.687026977539062,0.08187411700000524,462759.18920747045
adamw,75,16.965648651123047,0.08247237300000165,465610.46570103214
