optimizer,step,loss,wall_time_s,examples_per_s
adamw,1,683.5054931640625,0.04809332199874916,10645.968685908543
adamw,2,649.3740234375,0.04891707499700715,20933.385736220953
adamw,3,616.6357421875,0.049547881997568766,31000.31601906554
adamw,4,585.2828369140625,0.05002499599868315,40939.53350948616
adamw,5,555.2947387695312,0.05050496399780968,50688.086820753364
adamw,6,526.646240234375,0.05097352199663874,60266.583113534354
adamw,7,499.3094482421875,0.05147178399784025,69630.382349879
adamw,8,473.2532958984375,0.051931157999206334,78873.65038273553
adamw,9,448.44219970703125,0.052597469999454916,87608.77662077195
adamw,10,424.8380432128906,0.053143080996960634,96343.68019221211
adamw,11,402.40106201171875,0.05363445199691341,105007.13236193993
adamw,12,381.0903015136719,0.05416556899945135,113429.99092398038
adamw,13,360.86370849609375,0.05465527900014422,121781.46597664311
adamw,14,341.67803955078125,0.055134558999270666,130009.20167140214
adamw,15,323.4896240234375,0.05561932899945532,138081.49321749658
adamw,16,306.2547607421875,0.056100525998772355,146023.58630611174
adamw,17,289.93017578125,0.05666945199845941,153592.45048349194
adamw,18,274.4732360839844,0.05726889299694449,160925.05927243448
adamw,19,259.8423156738281,0.05782421499679913,168234.01753985757
adamw,20,245.99700927734375,0.05830532199979643,175627.192317637
adamw,21,232.8983612060547,0.058810225997149246,182825.3474237829
adamw,22,220.5090789794922,0.059295398998074234,189964.14882655273
adamw,23,208.79356384277344,0.05977093299952685,197018.84191925227
adamw,24,197.7178192138672,0.06024157799765817,203978.72048566994
adamw,25,187.24937438964844,0.060702668997691944,210863.87487322322
adamw,26,177.35711669921875,0.06123784800001886,217381.9040799066
adamw,27,168.0111541748047,0.061913051998999435,223280.86814753385
adamw,28,159.1829071044922,0.06241072400007397,229704.11303004608
adamw,29,150.8449249267578,0.06290445499689667,236040.5157430028
adamw,30,142.97096252441406,0.06335857999874861,242429.67566986784
adamw,31,135.53591918945312,0.06383723099861527,248632.33808409216
adamw,32,128.5157928466797,0.06431761299973004,254735.8217424637
