optimizer,step,loss,wall_time_s,examples_per_s
adamw,1,683.5054931640625,0.04122932800000001,12418.344533774596
adamw,2,649.3740234375,0.04221345599999893,24257.667981508694
adamw,3,616.6357421875,0.04297470499999889,35741.955645769754
adamw,4,585.2828369140625,0.04351188700000108,47067.597872736456
adamw,5,555.2947387695312,0.04422840899999869,57881.34951904048
adamw,6,526.646240234375,0.044754054000001986,68641.82628013685
adamw,7,499.3094482421875,0.04530877100000197,79101.68210035634
adamw,8,473.2532958984375,0.04586166900000421,89312.05709063105
adamw,9,448.44219970703125,0.04643864700000222,99227.69713768318
adamw,10,424.8380432128906,0.04694035600000035,109074.58818590899
adamw,11,402.40106201171875,0.047403260999999475,118810.39154669258
adamw,12,381.0903015136719,0.047901746999997386,128262.54541406049
adamw,13,360.86370849609375,0.048405412000001036,137505.28556599948
adamw,14,341.67803955078125,0.04891084500000176,146552.36481806322
adamw,15,323.4896240234375,0.049540098999997895,155025.9316195619
adamw,16,306.2547607421875,0.05008232800000201,163570.67107582683
adamw,17,289.93017578125,0.05062627600000269,171926.53079992568
adamw,18,274.4732360839844,0.05114120700000058,180206.93176052524
adamw,19,259.8423156738281,0.05166927399999821,188274.36979277738
adamw,20,245.99700927734375,0.05228401699999807,195853.3522778171
adamw,21,232.8983612060547,0.052866964999999766,203378.42355807728
adamw,22,220.5090789794922,0.05349437099999932,210564.21057834558
adamw,23,208.79356384277344,0.05439205100000066,216502.22382678412
adamw,24,197.7178192138672,0.05494322100000204,223649.06491375057
adamw,25,187.24937438964844,0.05546110000000226,230792.3932269551
adamw,26,177.35711669921875,0.05592563500000125,238030.37730371236
adamw,27,168.0111541748047,0.056397676999999646,245116.47882234736
adamw,28,159.1829071044922,0.05688254799999726,252028.09128734338
adamw,29,150.8449249267578,0.05760553000000357,257753.0316967673
adamw,30,142.97096252441406,0.05817461499999865,264032.6884844937
adamw,31,135.53591918945312,0.05911487899999912,268494.16371130926
adamw,32,128.5157928466797,0.059805826000001616,273953.2432843509
adamw,33,121.88764190673828,0.06033968900000275,280014.7014347261
adamw,34,115.62957000732422,0.06081815400000323,286230.32524135924
adamw,35,109.72073364257812,0.061382489999999734,291939.9327071951
adamw,36,104.14128112792969,0.062029871000000014,297147.15995459666
adamw,37,98.87239074707031,0.06263036500000396,302473.0895309137
adamw,38,93.89617919921875,0.06314801900000333,308101.50988266116
adamw,39,89.19573974609375,0.06372276599999793,313357.39569121413
adamw,40,84.75506591796875,0.06436026600000133,318208.7532080675
adamw,41,80.5590591430664,0.06492777799999772,323313.08180607593
adamw,42,76.59342956542969,0.06557876299999776,327911.03424748546
adamw,43,72.84468078613281,0.06633949300000097,331868.6803952463
adamw,44,69.30007934570312,0.06681018399999772,337194.10202493635
adamw,45,65.94766235351562,0.06739704000000302,341854.7758180325
adamw,46,62.77619934082031,0.06827988999999945,344933.1860376487
adamw,47,59.7751579284668,0.06896096500000226,348951.03338532476
adamw,48,56.934627532958984,0.06957133000000226,353248.96045539447
adamw,49,54.24530029296875,0.07002583300000254,358267.7838334189
adamw,50,51.69840621948242,0.07066123799999957,362291.98248692096
adamw,51,49.285682678222656,0.07142902700000064,365565.6684221635
adamw,52,46.999351501464844,0.0720589579999995,369475.2288813305
adamw,53,44.83209991455078,0.07297198199999855,371868.7536813861
adamw,54,42.77706527709961,0.07362709299999892,375513.942944894
adamw,55,40.82781219482422,0.07434613899999931,378768.82886951615
adamw,56,38.978309631347656,0.07524624900000276,381042.24969405384
adamw,57,37.22290802001953,0.0759849920000022,384075.8448720921
adamw,58,35.55628967285156,0.07663609099999746,387493.66796384467
adamw,59,33.97349166870117,0.07706822099999755,391964.4129322897
adamw,60,32.46984100341797,0.0777717839999994,395001.8685439984
adamw,61,31.04096794128418,0.07859516199999916,397378.14905197767
adamw,62,29.682743072509766,0.07938767200000285,399860.57281033334
adamw,63,28.39129066467285,0.07993777299999749,403513.86821848305
adamw,64,27.162948608398438,0.08047662799999955,407174.11768296483
adamw,65,25.994277954101562,0.08094691600000203,411133.63725925225
adamw,66,24.882051467895508,0.08153848300000277,414430.0795981065
adamw,67,23.823226928710938,0.08209826899999939,417840.72207417985
