optimizer,step,loss,wall_time_s,examples_per_s
adamw,1,683.5054931640625,0.03655719300000726,14005.4516767712
adamw,2,649.3740234375,0.0377589630000017,27119.388845502825
adamw,3,616.6357421875,0.038421804000009274,39977.30038911315
adamw,4,585.2828369140625,0.038935630000011656,52599.6368878425
adamw,5,555.2947387695312,0.03940761400001236,64962.06545261018
adamw,6,526.646240234375,0.0398525009999986,77084.24623087289
adamw,7,499.3094482421875,0.040267710999998485,89004.31415135901
adamw,8,473.2532958984375,0.04067883100000813,100691.19242878885
adamw,9,448.44219970703125,0.04108067399999982,112169.5325641449
adamw,10,424.8380432128906,0.04148930600000256,123405.29388463823
adamw,11,402.40106201171875,0.042076180000009344,133852.45523711396
adamw,12,381.0903015136719,0.04261119000000235,144187.4775147012
adamw,13,360.86370849609375,0.04311806000001184,154366.8708656691
adamw,14,341.67803955078125,0.04354586000000893,164608.07066385943
adamw,15,323.4896240234375,0.04394835200000102,174750.57995348316
adamw,16,306.2547607421875,0.0443416319999983,184747.37240163633
adamw,17,289.93017578125,0.044750464000003376,194500.77657293886
adamw,18,274.4732360839844,0.045150747000008096,204116.22425645243
adamw,19,259.8423156738281,0.045549926000006735,213567.8551925323
adamw,20,245.99700927734375,0.04594949700000939,222853.3644230732
adamw,21,232.8983612060547,0.046356104000011555,231943.56454108653
adamw,22,220.5090789794922,0.04713990600001239,238948.2914963182
adamw,23,208.79356384277344,0.04788644799999986,245915.0864561939
adamw,24,197.7178192138672,0.04841224400000499,253820.0873316001
adamw,25,187.24937438964844,0.048935112999998864,261570.86834560486
adamw,26,177.35711669921875,0.049391982000003054,269517.4289624413
adamw,27,168.0111541748047,0.04982891900000652,277429.25749599724
adamw,28,159.1829071044922,0.05025467600000866,285266.98689685174
adamw,29,150.8449249267578,0.05068224900000473,292962.53210860107
adamw,30,142.97096252441406,0.05109001000001001,300645.8601201485
adamw,31,135.53591918945312,0.0515183270000108,308084.5385370661
adamw,32,128.5157928466797,0.052344693999998526,313002.1163176627
adamw,33,121.88764190673828,0.05299139500000649,318844.2198964177
adamw,34,115.62957000732422,0.05365821800000958,324423.7443740098
adamw,35,109.72073364257812,0.05412217700001065,331102.71968543454
adamw,36,104.14128112792969,0.05455486400001064,337861.7166014089
adamw,37,98.87239074707031,0.05498483400000964,344531.36659459
adamw,38,93.89617919921875,0.055405147000001875,351158.71094068827
