optimizer,final_step,final_loss,wall_time_s,throughput,throughput_col
adamw,40,1.9168927669525144,0.8503691259975312,6020.91473393269,images_per_s
muon,40,1.8291685581207275,1.3031455439995625,3928.9548458922704,images_per_s
newton_muon,40,1.8505172729492188,1.3257319200019992,3862.017594018766,images_per_s
