optimizer,step,loss,wall_time_s,examples_per_s
adamw,1,683.5054931640625,0.03636347700012266,14080.061705822933
adamw,2,649.3740234375,0.03756132499984233,27262.08407196228
adamw,3,616.6357421875,0.0381397979981557,40272.892899807055
adamw,4,585.2828369140625,0.03902181100056623,52483.46879570203
adamw,5,555.2947387695312,0.039594563997525256,64655.340065368706
adamw,6,526.646240234375,0.04005058400070993,76703.00138308959
adamw,7,499.3094482421875,0.040457246999721974,88587.34258474458
adamw,8,473.2532958984375,0.040838144999725046,100298.38524809532
adamw,9,448.44219970703125,0.04121145899989642,111813.5613692197
adamw,10,424.8380432128906,0.04157854100049008,123140.4440078754
adamw,11,402.40106201171875,0.04193991399733932,134287.3521475818
adamw,12,381.0903015136719,0.04233988700070768,145111.39342193588
adamw,13,360.86370849609375,0.04274776699821814,155704.03947128847
adamw,14,341.67803955078125,0.04315307499928167,166106.3551118737
adamw,15,323.4896240234375,0.043884325998078566,175005.5361528456
adamw,16,306.2547607421875,0.04432186099802493,184829.78411861026
adamw,17,289.93017578125,0.04470679099904373,194690.7797561712
adamw,18,274.4732360839844,0.04507183600071585,204473.58744945796
adamw,19,259.8423156738281,0.04543060599826276,214128.7747817406
adamw,20,245.99700927734375,0.045799856998200994,223581.48411690944
adamw,21,232.8983612060547,0.04616845599957742,232886.28062628765
adamw,22,220.5090789794922,0.04653164699993795,242071.80975165183
adamw,23,208.79356384277344,0.04689595099989674,251109.0989502682
adamw,24,197.7178192138672,0.047259846000088146,260009.31107513726
adamw,25,187.24937438964844,0.0476613049977459,268561.677037701
adamw,26,177.35711669921875,0.04832255899964366,275482.09936684364
adamw,27,168.0111541748047,0.04888534699784941,282784.12344312813
adamw,28,159.1829071044922,0.0493172290007351,290689.4870307153
adamw,29,150.8449249267578,0.0497210930006986,298625.77638410684
adamw,30,142.97096252441406,0.050103498997486895,306565.4157361431
adamw,31,135.53591918945312,0.050529123000160325,314115.8812502968
adamw,32,128.5157928466797,0.05093915099860169,321638.65472453105
adamw,33,121.88764190673828,0.051325551998161245,329192.7576464313
adamw,34,115.62957000732422,0.05172286399829318,336562.9559990037
adamw,35,109.72073364257812,0.052084970997384517,344053.18188426876
adamw,36,104.14128112792969,0.05244098899856908,351480.78539294784
adamw,37,98.87239074707031,0.053068563000124414,356972.16824875376
adamw,38,93.89617919921875,0.053535249000560725,363424.10585960327
adamw,39,89.19573974609375,0.05391800399956992,370340.11867648654
adamw,40,84.75506591796875,0.05431072899955325,377089.3960964594
adamw,41,80.5590591430664,0.05468314300014754,383884.2986757978
adamw,42,76.59342956542969,0.05509313099901192,390320.8913718421
